caseid,age,sex,marry,job_satisfaction,income,school,satisfaction_balance,satisfaction_familytime,outdoor_activity,discrimination,competition,match_JobandEducation,weeks_employed
9560,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
9561,25 to 34 years,Female,0,1,"Less than 50,000",0,0,Very satisfied,1,No,0,1,52
9566,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9572,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
9574,35 to 44 years,Male,1,0,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
9576,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9577,25 to 34 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9581,35 to 44 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,1,1,52
9583,35 to 44 years,Female,0,0,"Less than 50,000",0,1,"NA",1,Yes,1,1,52
9586,25 to 34 years,Female,1,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,52
9589,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,1,1,43
9590,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Very dissatisfied,1,No,0,1,52
9591,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,1,0,52
9592,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
9594,35 to 44 years,Male,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,0,52
9595,45 to 54 years,Male,1,1,"More than 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
9602,65 to 74 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,26
9604,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,Yes,1,0,14
9606,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,24
9610,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,32
9618,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9621,75 years and over,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9623,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9626,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9627,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,44
9632,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,0,52
9638,35 to 44 years,Female,0,1,"Less than 50,000",1,1,"NA",1,No,0,1,52
9639,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
9640,55 to 64 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,28
9641,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9645,35 to 44 years,Female,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
9646,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9648,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
9656,55 to 64 years,Male,0,1,"Less than 50,000",0,0,Dissatisfied,1,No,0,1,21
9661,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",1,1,"NA",1,No,0,1,52
9669,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,52
9673,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",1,0,"NA",1,Yes,0,1,13
9677,35 to 44 years,Female,0,0,"Less than 50,000",1,1,Very satisfied,1,No,0,0,52
9679,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Dissatisfied,1,No,1,1,52
9681,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,24
9685,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,33
9699,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9700,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,0,1,52
9703,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
9705,25 to 34 years,Female,1,1,"Less than 50,000",0,1,"NA",0,Yes,0,1,52
9706,45 to 54 years,Female,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
9708,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9710,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
9721,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
9725,25 to 34 years,Female,1,1,"Less than 50,000",0,1,"NA",0,No,1,1,52
9726,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
9732,35 to 44 years,Female,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,1,52
9734,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,0,No,0,1,52
9736,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9737,45 to 54 years,Male,1,1,"More than 100,000",0,0,Very satisfied,1,No,0,1,52
9738,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,0,0,52
9745,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,0,"NA",0,No,1,1,52
9746,15 to 24 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
9750,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
9753,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9755,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9757,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9764,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,0,52
9765,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,1,0,52
9768,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9773,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,Yes,1,1,52
9775,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9777,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,Dissatisfied,1,No,0,0,52
9779,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9780,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9784,45 to 54 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,0,No,1,1,52
9789,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9791,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,1,1,44
9792,45 to 54 years,Male,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
9793,55 to 64 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,1,1,52
9796,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9797,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9798,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
9799,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
9800,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9802,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
9803,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9805,35 to 44 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,1,1,52
9806,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9811,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
9812,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,42
9813,35 to 44 years,Male,1,1,"Less than 50,000",0,0,"NA",1,No,1,1,52
9817,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9818,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9822,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
9823,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
9827,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9828,35 to 44 years,Male,1,0,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,52
9830,35 to 44 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
9833,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
9834,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9835,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
9836,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,1,0,52
9839,55 to 64 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
9844,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,26
9848,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9851,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9853,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,0,No,0,1,52
9857,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9858,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,0,No,1,1,40
9861,45 to 54 years,Female,1,0,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,52
9864,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
9867,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
9868,65 to 74 years,Female,1,1,"Less than 50,000",0,1,"NA",0,No,0,1,40
9869,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9871,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,Yes,1,1,52
9872,15 to 24 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9875,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9877,45 to 54 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
9878,45 to 54 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,No,0,0,52
9880,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,52
9891,65 to 74 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
9892,45 to 54 years,Female,1,0,"Less than 50,000",0,0,Satisfied,1,No,0,1,12
9895,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9897,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9900,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,0,Dissatisfied,0,No,0,1,40
9907,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
9908,45 to 54 years,Male,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,0,52
9909,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9910,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
9911,25 to 34 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
9913,65 to 74 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
9914,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
9917,55 to 64 years,Female,0,0,"Less than 50,000",0,1,"NA",1,No,0,1,52
9919,35 to 44 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,1,0,52
9928,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,0,52
9931,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
9933,45 to 54 years,Female,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,28
9935,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
9939,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
9941,25 to 34 years,Male,1,0,"Less than 50,000",0,1,Satisfied,0,No,0,0,28
9942,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,Yes,0,1,52
9943,15 to 24 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,40
9945,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
9955,35 to 44 years,Male,0,0,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
9961,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
9963,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,0,52
9964,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9965,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,26
9968,25 to 34 years,Female,0,1,"Less than 50,000",1,1,"NA",1,No,1,1,52
9969,25 to 34 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
9974,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9978,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
9979,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
9980,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
9981,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,47
9990,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,0,52
9996,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,36
10007,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
10010,35 to 44 years,Male,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,Yes,0,1,52
10016,15 to 24 years,Female,0,0,"Less than 50,000",1,0,"NA",1,No,0,1,10
10018,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
10021,35 to 44 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
10022,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,40
10023,55 to 64 years,Female,0,1,"More than 100,000",0,0,"NA",1,No,1,1,52
10026,65 to 74 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
10031,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
10035,35 to 44 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,40
10037,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,Yes,1,1,52
10038,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,1,52
10042,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
10043,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,1,1,52
10044,25 to 34 years,Female,0,1,"Less than 50,000",1,1,"NA",1,No,0,1,52
10050,75 years and over,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
10052,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
10054,15 to 24 years,Female,0,0,"Less than 50,000",1,0,Satisfied,1,No,0,0,52
10055,65 to 74 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
10056,65 to 74 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,26
10059,35 to 44 years,Male,1,0,"More than 100,000",0,0,Dissatisfied,1,No,1,1,52
10060,55 to 64 years,Male,0,0,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,1,52
10064,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,0,52
10065,55 to 64 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",0,No,0,0,52
10066,55 to 64 years,Male,1,0,"Between 50,000 to 100,000",0,1,Very satisfied,1,Yes,1,1,52
10071,35 to 44 years,Male,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
10079,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
10085,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
10089,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
10090,55 to 64 years,Male,0,1,"Less than 50,000",0,0,"NA",0,No,1,1,18
10099,55 to 64 years,Male,1,0,"Between 50,000 to 100,000",0,1,"NA",0,Yes,0,0,52
10101,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
10102,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,0,1,52
10103,55 to 64 years,Female,0,1,"Less than 50,000",0,0,"NA",1,Yes,1,0,26
10106,45 to 54 years,Female,0,0,"Less than 50,000",0,0,"NA",1,No,0,1,42
10110,25 to 34 years,Female,0,0,"Less than 50,000",0,1,Dissatisfied,1,No,0,0,52
10112,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
10113,35 to 44 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
10114,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
10115,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
10118,25 to 34 years,Female,1,0,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
10121,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,25
10122,35 to 44 years,Female,0,0,"Less than 50,000",0,0,Very satisfied,1,No,0,0,52
10126,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
10128,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,25
10130,55 to 64 years,Female,0,1,"More than 100,000",0,1,"NA",0,No,0,1,52
10132,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
10134,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
10135,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,0,No,0,1,39
10137,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
10141,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
10142,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,0,52
10145,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
10149,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
10161,25 to 34 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
10162,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Very satisfied,1,No,1,0,52
10163,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
10164,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,0,No,1,1,52
10166,25 to 34 years,Male,1,0,"Less than 50,000",0,1,Very satisfied,1,No,1,0,52
10167,15 to 24 years,Female,1,0,"Less than 50,000",0,0,Satisfied,1,No,0,0,52
10169,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
10170,75 years and over,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
10171,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,0,52
10172,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,0,52
10175,15 to 24 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,40
10180,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
10181,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,43
10190,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,0,1,52
10191,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
10194,25 to 34 years,Female,0,1,"Less than 50,000",0,0,Satisfied,0,No,0,1,52
10195,35 to 44 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
10199,35 to 44 years,Male,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
10202,45 to 54 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,Yes,1,1,10
10206,25 to 34 years,Female,0,1,"Less than 50,000",1,0,"NA",1,No,1,1,52
10207,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,45
10209,55 to 64 years,Female,0,1,"More than 100,000",0,1,Satisfied,0,No,0,1,52
10213,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,32
10214,45 to 54 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,1,1,52
10220,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",1,0,Satisfied,1,No,1,1,52
10223,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,0,52
10224,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
10227,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
10233,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,26
10235,65 to 74 years,Female,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,15
10236,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
10238,45 to 54 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
10240,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",0,Yes,1,0,52
10243,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
10245,55 to 64 years,Female,1,0,"Less than 50,000",0,0,"NA",1,No,1,1,52
10246,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
10248,65 to 74 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,Yes,1,1,52
10250,25 to 34 years,Male,1,1,"More than 100,000",1,1,"NA",1,No,0,1,52
10251,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
10255,25 to 34 years,Male,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,0,52
10260,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
10262,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,1,1,52
10264,45 to 54 years,Male,1,1,"Less than 50,000",1,1,"NA",1,No,1,1,52
10269,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,0,No,0,0,50
10270,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,26
10272,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
10274,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
10275,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,0,52
10279,25 to 34 years,Female,0,0,"Less than 50,000",0,0,"NA",1,No,1,1,52
10280,15 to 24 years,Female,0,0,"Less than 50,000",0,0,"NA",1,No,0,0,52
10283,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
10285,35 to 44 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
10288,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,0,52
10291,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
10292,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,Yes,1,1,52
10295,45 to 54 years,Male,1,1,"More than 100,000",0,0,Satisfied,0,No,1,1,52
10297,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
10299,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,0,No,0,1,30
10304,55 to 64 years,Female,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
10306,25 to 34 years,Female,0,1,"Less than 50,000",1,1,"NA",1,No,1,1,35
10309,45 to 54 years,Male,1,0,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,0,52
10310,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
10312,35 to 44 years,Female,0,1,"Less than 50,000",0,0,Dissatisfied,0,No,0,1,40
10316,25 to 34 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
10318,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
10324,45 to 54 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,1,1,52
10325,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
10326,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
10327,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,30
10330,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
10331,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
10332,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,48
10333,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,1,1,52
10335,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
